2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02189500,5.5
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02189200,3.2
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02189100,2.8
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187308,7.44564869
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187307,3.467434
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187305,6.85567013
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.021873,1.12341253
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187163,0.03322569
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187008,0.21
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02186299,0.1
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02186251,0.0091
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02186053,0.58
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02186052,0.05
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02185561,9.14455526
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02184944,130.
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02184363,4.52654436
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02183269,4.89101735
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02183264,0.00630238
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0218247,0.01248192
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0218238,41.5
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189093,9.80492203
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189094,10.91645003
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189096,6.85752424
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189398,9.14003499
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189399,9.14068583
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189434,130.
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.0219,0.04
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.021901,42.4
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02191749,23.5
2020/03/17 17:01:24.884492,BTC/USDT,bid,5352.50,2.5
2020/03/17 17:01:24.884492,BTC/USDT,bid,5352.00,1.8
2020/03/17 17:01:24.884492,BTC/USDT,bid,5348.8502489,2.46021
2020/03/17 17:01:24.884492,BTC/USDT,bid,5348.75042208,0.49825485
2020/03/17 17:01:24.884492,BTC/USDT,bid,5348.75033244,0.2053277
2020/03/17 17:01:24.884492,BTC/USDT,bid,5348.75033243,0.49825485
2020/03/17 17:01:24.884492,BTC/USDT,bid,5348.75027298,0.13939
2020/03/17 17:01:24.884492,BTC/USDT,bid,5348.75026299,6.41737629
2020/03/17 17:01:24.884492,BTC/USDT,bid,5348.75008343,0.1
2020/03/17 17:01:24.884492,BTC/USDT,bid,5348.72760968,0.0102458
2020/03/17 17:01:24.884492,BTC/USDT,bid,5347.09680316,0.11
2020/03/17 17:01:24.884492,BTC/USDT,bid,5344.64531488,0.01
2020/03/17 17:01:24.884492,BTC/USDT,ask,5351.99999999,0.08
2020/03/17 17:01:24.884492,BTC/USDT,ask,5356.30616,0.001
2020/03/17 17:01:24.884492,BTC/USDT,ask,5358.58681488,0.11
2020/03/17 17:01:24.884492,BTC/USDT,ask,5360.54451488,0.01
2020/03/17 17:01:24.884492,BTC/USDT,ask,5361.51123187,6.3
2020/03/17 17:01:24.884492,BTC/USDT,ask,5363.65257251,0.00993653
2020/03/17 17:01:24.884492,ETH/USDT,bid,117.35,8.0
2020/03/17 17:01:24.884492,ETH/USDT,bid,117.33,5.5
2020/03/17 17:01:24.884492,ETH/USDT,bid,117.05634318,11.15190083
2020/03/17 17:01:24.884492,ETH/USDT,bid,116.98330492,0.39802371
2020/03/17 17:01:24.884492,ETH/USDT,bid,116.9833049,18.
2020/03/17 17:01:24.884492,ETH/USDT,bid,116.91367372,6.
2020/03/17 17:01:24.884492,ETH/USDT,bid,116.91332308,0.39
2020/03/17 17:01:24.884492,ETH/USDT,bid,116.86735322,5.47629
2020/03/17 17:01:24.884492,ETH/USDT,bid,116.8083787,2.30874594
2020/03/17 17:01:24.884492,ETH/USDT,ask,117.32924371,53.57835969
2020/03/17 17:01:24.884492,ETH/USDT,ask,117.32924372,130.
2020/03/17 17:01:24.884492,ETH/USDT,ask,117.43999994,64.35475303
2020/03/17 17:01:24.884492,ETH/USDT,ask,117.43999995,1.37106526
2020/03/17 17:01:24.884492,ETH/USDT,ask,117.48856719,0.00903748
2020/03/17 17:01:24.884492,DOGE/USDT,bid,0.00165600,5000.0
2020/03/17 17:01:24.884492,DOGE/USDT,bid,0.00165400,3500.0
2020/03/17 17:01:24.884492,DOGE/USDT,bid,0.00163399,24434.152275
2020/03/17 17:01:24.884492,DOGE/USDT,bid,0.00163378,391729.60863
2020/03/17 17:01:24.884492,DOGE/USDT,bid,0.00163348,10595.39543415
2020/03/17 17:01:24.884492,DOGE/USDT,bid,0.00163333,657.56963006
2020/03/17 17:01:24.884492,DOGE/USDT,bid,0.00161701,858476.
2020/03/17 17:01:24.884492,DOGE/USDT,ask,0.00165524,13091.96179283
2020/03/17 17:01:24.884492,DOGE/USDT,ask,0.00165525,386648.54251
2020/03/17 17:01:24.884492,DOGE/USDT,ask,0.00166,8000.
2020/03/17 17:01:24.884492,DOGE/USDT,ask,0.00167,8000.
2020/03/17 17:01:30.099017,ETH/BTC,bid,0.02189300,4.5
2020/03/17 17:01:30.099017,ETH/BTC,bid,0.02189150,3.0
2020/03/17 17:01:30.099017,ETH/BTC,bid,0.02188301,7.44227001
2020/03/17 17:01:30.099017,ETH/BTC,bid,0.02187308,9.14011795
2020/03/17 17:01:30.099017,ETH/BTC,bid,0.02187307,3.467434
